address_id,address,address2,district,city_id,postal_code
555,1407 Pachuca de Soto Place,NULL," ",21,26284
556,904 Clarksville Drive,NULL," ",193,52234
557,1917 Kumbakonam Parkway,NULL," ",368,11892
558,1447 Imus Place,NULL," ",426,12905
559,1497 Fengshan Drive,NULL," ",112,63022
560,869 Shikarpur Way,NULL," ",496,57380
561,1059 Yuncheng Avenue,NULL," ",570,47498
562,505 Madiun Boulevard,NULL," ",577,97271
563,1741 Hoshiarpur Boulevard,NULL," ",79,22372
564,1229 Varanasi (Benares) Manor,NULL," ",43,40195
565,1894 Boa Vista Way,NULL," ",178,77464
566,1342 Sharja Way,NULL," ",488,93655
567,1342 Abha Boulevard,NULL," ",95,10714
568,415 Pune Avenue,NULL," ",580,44274
569,1746 Faaa Way,NULL," ",214,32515
570,539 Hami Way,NULL," ",538,52196
571,1407 Surakarta Manor,NULL," ",466,33224
572,502 Mandi Bahauddin Parkway,NULL," ",55,15992
573,1052 Pathankot Avenue,NULL," ",299,77397
574,1351 Sousse Lane,NULL," ",341,37815
575,1501 Pangkal Pinang Avenue,NULL," ",409,943
576,1405 Hagonoy Avenue,NULL," ",133,86587
577,521 San Juan Bautista Tuxtepec Place,NULL," ",598,95093
578,923 Tangail Boulevard,NULL," ",10,33384
579,186 Skikda Lane,NULL," ",131,89422
580,1568 Celaya Parkway,NULL," ",168,34750
581,1489 Kakamigahara Lane,NULL," ",526,98883
582,1819 Alessandria Loop,NULL," ",103,53829
583,1208 Tama Loop,NULL," ",344,73605
584,951 Springs Lane,NULL," ",219,96115
585,760 Miyakonojo Drive,NULL," ",246,64682
586,966 Asuncin Way,NULL," ",212,62703
587,1584 Ljubertsy Lane,NULL," ",494,22954
588,247 Jining Parkway,NULL," ",54,53446
589,773 Dallas Manor,NULL," ",424,12664
590,1923 Stara Zagora Lane,NULL," ",546,95179
591,1402 Zanzibar Boulevard,NULL," ",106,71102
592,1464 Kursk Parkway,NULL," ",574,17381
593,1074 Sanaa Parkway,NULL," ",311,22474
594,1759 Niznekamsk Avenue,NULL," ",14,39414
595,32 Liaocheng Way,NULL," ",248,1944
596,42 Fontana Avenue,NULL," ",512,14684
597,1895 Zhezqazghan Drive,NULL," ",177,36693
598,1837 Kaduna Parkway,NULL," ",241,82580
599,844 Bucuresti Place,NULL," ",242,36603
600,1101 Bucuresti Boulevard,NULL," ",401,97661
601,1103 Quilmes Boulevard,NULL," ",503,52137
602,1331 Usak Boulevard,NULL," ",296,61960
603,1325 Fukuyama Street,NULL," ",537,27107
